company_name,category,address,city,postal_code,country,phone,email,website,instagram,facebook,tiktok,youtube,linkedin,google_rating,review_count,has_website,website_quality,lead_score,priority,source,scraped_at,maps_url,website_status,website_final_url,website_http_status,website_https,website_title,website_meta_description,website_h1,website_mobile_meta,website_has_phone,website_has_email,website_impressum,website_datenschutz,website_instagram,website_facebook,website_linkedin,website_youtube,website_tiktok,website_ssl_valid,website_load_time_ms,website_contact_form,website_robots_txt,website_sitemap,website_score,potential,ai_reason,score_reasons,sales_argument_1,sales_argument_2,sales_argument_3
Dein Elektriker.Hamburg Elektrotechnik Philipp Schönknecht,Elektriker,"Randstraße 1, 22525 Eimsbüttel",Hamburg,,Deutschland,040 30929840,info@DeinElektriker.hamburg,http://www.deinelektriker.hamburg/,,,,,,4.7,,true,HOCH,31,HOCH,Google Maps,2026-09-14T12:46:58.171834,https://www.google.com/maps/place/Dein+Elektriker.Hamburg+Elektrotechnik+Philipp+Sch%C3%B6nknecht/data=!4m7!3m6!1s0x47b18f4c5f6424ab:0xd931bc0846f98dd2!8m2!3d53.5849979!4d9.9290077!16s%2Fg%2F11h9qf7tdg!19sChIJqyRkX0yPsUcR0o35Rgi8Mdk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://deinelektriker.hamburg/,200,true,DeinElektriker | Hamburg,"Von unserem Elektrofachbetrieb aus Hamburg erhältst Du Qualitätslösungen aus einer Hand – maßgefertigt, zukunftsorientiert, termintreu.",Elektrisierender Full-Service,true,true,true,true,true,true,true,false,false,false,false,693,false,true,true,88,HOCH,"Die Firma Dein Elektriker.Hamburg hat eine sehr gute Website und eine hervorragende Google-Bewertung von 4,7. Die direkte E-Mail-Adresse ist ebenfalls vorhanden. Diese Kombination von positiven Faktoren rechtfertigt eine hohe Priorität und ein hohes Potenzial für einen erfolgreichen Verkauf.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,Die Website ist bereits relativ gut und zeigt ein hohes Niveau an Webdesign.,"Die sehr gute Google-Bewertung von 4,7 unterstreicht die positive Reputation der Firma.","Die direkte E-Mail-Adresse bietet eine einfache Möglichkeit, den Kunden direkt anzusprechen."
SF Elektrotechnik,Elektriker,"Schwertlilienweg 16, 22119 Hamburg",Hamburg,,Deutschland,01522 7424403,info@sfelektrotechnik.de,http://www.sfelektrotechnik.de/,,,,,,5.0,,true,HOCH,31,HOCH,Google Maps,2026-09-14T12:47:04.952376,https://www.google.com/maps/place/SF+Elektrotechnik/data=!4m7!3m6!1s0x47b18d076f809621:0xa544022873e363b1!8m2!3d53.5645506!4d10.1284162!16s%2Fg%2F11tcn9dq9b!19sChIJIZaAbweNsUcRsWPjcygCRKU?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.sfelektrotechnik.de/,200,true,Ihr Elektriker in Hamburg,Ihr zuverlÃ¤ssiger Elektriker im Herzen von Hamburg.,ZuverlÃ¤ssig - Professionell - Fair,true,true,true,true,true,false,false,false,false,false,false,475,false,true,true,84,HOCH,"Die Firma SF Elektrotechnik hat eine sehr gute Google-Bewertung von 5,0, eine hochwertige Website und eine direkte E-Mail-Adresse. Der Basisscore von 31/100 ist kein Hindernis, da er durch die guten Google-Bewertungen und die Websitequalität positiv beeinflusst wird.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die Firma SF Elektrotechnik hat bereits eine professionelle Website und eine gute Online-Ausstrahlung, was für eine Elektrofirma ein wichtiger Faktor ist.","Mit einer Google-Bewertung von 5,0 hat die Firma ein hohes Maß an Kundenvertrauen, was auch für zukünftige Kunden relevante ist.","Die direkte E-Mail-Adresse bietet einen einfachen Zugang zur Kommunikation und ermöglicht es, schnell und effektiv Kontakt aufzunehmen."
Elektrotechnik Schulz GmbH,Elektriker,"Wendemuthstraße 40, 22041 Wandsbek",Hamburg,,Deutschland,040 22609848,info@e-technik-schulz.de,http://www.e-technik-schulz.de/,,,,,,4.6,,true,HOCH,31,HOCH,Google Maps,2026-09-14T12:47:14.851669,https://www.google.com/maps/place/Elektrotechnik+Schulz+GmbH/data=!4m7!3m6!1s0x47b18b5fd48b1bbb:0xf99ff786a2803a93!8m2!3d53.57832!4d10.07197!16s%2Fg%2F11h0vm73tp!19sChIJuxuL1F-LsUcRkzqAoob3n_k?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://e-technik-schulz.de/,200,true,Elektrotechnik Schulz - Professionelle Elektroinstallationen,Willkommen bei Elektrotechnik Schulz aus Hamburg. Professionelle Elektroinstallationen und Lösungen für Privat- und Geschäftskunden.,Professionelle Elektroinstallationen und Lösungen seit 2015 für,true,true,true,true,true,true,true,false,false,true,false,3543,true,true,true,86,HOCH,"Hohe Priorität aufgrund der sehr guten Google-Bewertung und der hohen Qualität der Website. Zudem ist eine direkte E-Mail-Adresse vorhanden. Diese Kombination deutet darauf hin, dass der Kunde bereits ein hohes Maß an Digitalisierung erreicht hat und möglicherweise weitere Dienstleistungen benötigt.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die sehr gute Google-Bewertung weist darauf hin, dass der Kunde bereits eine positive Online-Erscheinung hat und somit wahrscheinlich auch ein hohes Maß an Zufriedenheit mit der aktuellen Website.","Die hohe Qualität der Website zeigt, dass der Kunde Wert auf ein gutes Erscheinungsbild legt und möglicherweise auch an die Weiterentwicklung und Optimierung interessiert ist.","Die direkte E-Mail-Adresse ermöglicht es uns, direkt und effektiv Kontakt aufzunehmen und die Bedürfnisse des Kunden zu verstehen."
Elektro Witt,Elektriker,"Am Stadtrand 22, 22047 Wandsbek",Hamburg,,Deutschland,040 89704242,,http://e-witt.de/,,,,,,4.8,,true,HOCH,23,HOCH,Google Maps,2026-09-14T12:47:23.635179,https://www.google.com/maps/place/Elektro+Witt/data=!4m7!3m6!1s0x47b18b1666b6547f:0xe0eaeb9c957da5aa!8m2!3d53.5865952!4d10.1005619!16s%2Fg%2F11n97gc5w3!19sChIJf1S2ZhaLsUcRqqV9lZzr6uA?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.e-witt.de/,200,true,Elektriker in Hamburg | Elektroinstallateure | Witt Elektro,Als Elektriker sind wir im Großraum Hamburg für private und geschäftliche Kunden im Einsatz. Nehmen Sie Kontakt zu unseren Elektroinstallateuren auf!,Elektriker – Ihr Ansprechpartner mit persönlicher Betreuung,true,true,false,true,true,true,true,false,false,false,false,654,true,true,true,92,HOCH,"Die Firma Elektro Witt aus Hamburg hat eine sehr gute Google-Bewertung und eine hohe Website-Qualität. Darüber hinaus ist eine eigene Website vorhanden, was ein positives Vertriebssignal ist.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung.,"Die sehr gute Google-Bewertung (4,8/5) spricht für eine zufriedene Kundenbasis.","Die hohe Website-Qualität zeigt, dass der Webdesign-Bedarf bereits erfüllt ist.",Die Vorhandensein einer Website ermöglicht eine einfache Kontaktaufnahme und Kommunikation.
TG Elektrotechnik | Hamburg,Elektriker,"Moorfleeter Str. 15, 22113 Hamburg",Hamburg,,Deutschland,0176 30494642,,http://www.grulke-elektrotechnik.de/,,,,,,5.0,,true,HOCH,23,MITTEL,Google Maps,2026-09-14T12:47:32.080294,https://www.google.com/maps/place/TG+Elektrotechnik+%7C+Hamburg/data=!4m7!3m6!1s0x8f798ec234e0df69:0x151b110adb0484e1!8m2!3d53.5347413!4d10.0986114!16s%2Fg%2F11pts7z934!19sChIJad_gNMKOeY8R4YQE2woRGxU?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.grulke-elektrotechnik.de/,200,true,TG Elektrotechnik | Elektroinstallateure im Raum Hamburg,Sie sind auf der Suche nach kompetenten Elektroinstallateuren? Wir sind Ihr Partner für Elektrotechnik und Elektroinstallationen aus Meisterhand!,TG Elektrotechnik – Ihre Elektroinstallateure für Hamburg und Umgebung,true,true,false,true,true,false,false,true,false,false,false,625,true,true,true,92,MITTEL,"Der Lead hat eine hohe Google-Bewertung und eine gute Website, aber der Basisscore ist relativ niedrig. Es besteht das Potenzial, dass der Kunde bereits einen Webdesigner hat oder keine Webdesign-Bedarf hat.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung.,"Der Kunde hat bereits eine gute Website und eine hohe Google-Bewertung, was darauf hindeutet, dass er bereits einen Webdesigner hat oder keine Webdesign-Bedarf hat.","Der Basisscore ist relativ niedrig, was darauf hindeutet, dass der Kunde möglicherweise keine Bedarf an Webdesign hat oder keinen Bedarf hat.",Die Firma ist ein Elektriker und hat möglicherweise keine Bedarf an Webdesign.
AFG Elektrotechnik,Elektriker,"Cuxhavener Str. 128 B, 21149 Harburg",Hamburg,,Deutschland,0171 7231242,,https://afg-elektrotechnik.de/,,,,,,4.6,,true,HOCH,23,HOCH,Google Maps,2026-09-14T12:47:38.936677,https://www.google.com/maps/place/AFG+Elektrotechnik/data=!4m7!3m6!1s0x47b1883109846da9:0x5bddef0ffb9ab114!8m2!3d53.472092!4d9.891378!16s%2Fg%2F11h0mvqs2y!19sChIJqW2ECTGIsUcRFLGa-w_v3Vs?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.afg-elektrotechnik.de/,200,true,Elektriker Hamburg | AFG Elektrotechnik GmbH,"AFG Elektrotechnik GmbH: Elektriker in Hamburg für Elektroinstallation, KNX Smart Home, PV, Wallbox und Tesla Powerwall. Tesla Energy zertifizierter Partner.","Elektriker in Hamburg für Elektroinstallation, Smart Home und Gebäudetechnik",true,true,true,true,true,false,false,false,false,false,false,689,false,true,true,84,HOCH,Die Firma AFG Elektrotechnik aus Hamburg hat bereits eine hochwertige Website und eine sehr gute Google-Bewertung. Der Basisscore von 23/100 deutet jedoch auf einen potenziellen Bedarf an Webdesign- und Optimierungsmaßnahmen hin.,Website ist bereits relativ gut. | Sehr gute Google-Bewertung.,Die Website könnte durch eine moderne und benutzerfreundliche Gestaltung noch verbessert werden.,"Die hohe Google-Bewertung ist ein gutes Zeichen, aber ein weiterer Schritt wäre eine Optimierung der Website, um diesen Ruf zu nutzen und noch mehr Kunden anzuziehen.",Durch eine professionelle Website und ein gutes Online-Erscheinungsbild kann AFG Elektrotechnik seine Marktposition weiter verbessern und einen Mehrwert für die Kunden bieten.
Bartsch Elektrotechnik GmbH,Elektriker,"Ruwoldtweg 4, 22309 Wandsbek",Hamburg,,Deutschland,040 88165220,mail@bartsch-elektro.de,http://bartsch-elektro.de/,,,,,,4.8,,true,HOCH,31,HOCH,Google Maps,2026-09-14T12:47:46.604296,https://www.google.com/maps/place/Bartsch+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47b1890d36192403:0xb393b7d9c804ae22!8m2!3d53.609462!4d10.05121!16s%2Fg%2F1tfxx22b!19sChIJAyQZNg2JsUcRIq4EyNm3k7M?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.bartsch-elektro.de/,200,true,Bartsch Elektrotechnik GmbH in Hamburg,,Bartsch Elektrotechnik GmbH in Hamburg,true,true,true,true,true,true,true,false,false,false,false,631,true,true,true,88,HOCH,"Hohe Google-Bewertung (4,8) und sehr gute Website-Qualität. Direkte E-Mail-Adresse und Website vorhanden.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die Firma Bartsch Elektrotechnik GmbH hat eine hohe Google-Bewertung und eine gut durchdachte Website, was ein gutes Anzeichen für einen professionellen Webdesign-Bedarf ist.","Die direkte E-Mail-Adresse ermöglicht eine einfache Kontaktaufnahme und ermöglicht es uns, schnell und unkompliziert Kontakt aufzunehmen.","Die Firma hat bereits eine Website und ist also bereits in Online-Themen aktiv, was ein Anzeichen für einen Bedarf an Webdesign-Servicen sein kann."
Richter Elektrotechnik GmbH,Elektriker,"Haldesdorfer Str. 72a, 22179 Wandsbek",Hamburg,,Deutschland,0176 72237172,info@richterelektrotechnik.com,http://www.richterelektrotechnik.com/,,,,,,4.6,,true,MITTEL,44,HOCH,Google Maps,2026-09-14T12:47:55.925872,https://www.google.com/maps/place/Richter+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47b18bee162fa387:0x193c3a29c7dd3286!8m2!3d53.5983571!4d10.0762299!16s%2Fg%2F11np3khql8!19sChIJh6MvFu6LsUcRhjLdxyk6PBk?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.richterelektrotechnik.com/,200,true,Elektriker Hamburg | Richter Elektrotechnik,"Ihr Elektriker-Meisterbetrieb in Hamburg – zuverlässige Elektroinstallationen, Smart Home & Beleuchtung. 500+ zufriedene Kunden. Jetzt Angebot anfragen!",,true,true,true,true,true,false,false,false,false,false,false,2368,false,true,true,73,HOCH,"Die Firma verfügt über eine eigene Website, hat eine sehr gute Google-Bewertung und eine direkte E-Mail-Adresse ist vorhanden. Der Basisscore liegt bei 44/100, wobei die Website Qualität als 'Mittel' bewertet wurde. Die Verkaufschance ist daher als sehr hoch einzustufen.",Website besitzt Verbesserungspotenzial. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,Die sehr gute Google-Bewertung weist auf ein hohes Vertrauen der Kunden in die Firma hin.,Die direkte E-Mail-Adresse ermöglicht eine direkte Kontaktaufnahme und Kommunikation.,"Der Basisscore von 44/100 zeigt, dass die Firma ein Potenzial für Verbesserungen in Bezug auf Webdesign hat, was wiederum ein Anknüpfungspunkt für unser Angebot sein könnte."
Günter Junghans Elektrotechnik,Elektriker,"Köppenstraße 10, 22453 Hamburg-Nord",Hamburg,,Deutschland,040 515988,,,,,,,,4.7,,false,KEINE WEBSITE,58,HOCH,Google Maps,2026-09-14T12:48:03.068409,https://www.google.com/maps/place/G%C3%BCnter+Junghans+Elektrotechnik/data=!4m7!3m6!1s0x47b18f4e6c0f2c69:0xd57fb8464b10ce2b!8m2!3d53.6077877!4d9.9796886!16s%2Fg%2F1w96ft4f!19sChIJaSwPbE6PsUcRK84QS0a4f9U?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Die Firma hat keine eigene Website, was ein starkes Vertriebssignal ist. Zudem ist die Google-Bewertung sehr gut. Dies ist ein starkes Indiz für einen potenziellen Bedarf an Webdesign-Dienstleistungen.",Keine eigene Website vorhanden. | Sehr gute Google-Bewertung.,"Die fehlende eigene Website erfordert dringend die Schaffung einer Online-Präsenz, um potenzielle Kunden zu erreichen und den Wettbewerb im Bereich Elektrotechnik zu meistern.","Eine gute Google-Bewertung spricht für die Marke Günter Junghans Elektrotechnik, aber auch dafür, dass eine professionelle Online-Angebot gefragt ist, um diese Marke zu stärken.","Ein zeitnaher Kontakt mit dem Vertrieb kann uns ermöglichen, die Firma für unsere Dienstleistungen zu gewinnen, bevor sie sich an einen anderen Anbieter wendet."
ELEKTROHAMBURG AS GmbH,Elektriker,"Offakamp 9c, 22529 Eimsbüttel",Hamburg,,Deutschland,040 320300030,moin@elektrohamburg.de,https://www.elektrohamburg.de/?utm_source=local&utm_medium=organic&utm_campaign=gmb,,,,,,5.0,,true,MITTEL,44,HOCH,Google Maps,2026-09-14T12:48:10.401713,https://www.google.com/maps/place/ELEKTROHAMBURG+AS+GmbH/data=!4m7!3m6!1s0x47b18ee1751b07d3:0x4ae3dbbf00dc1e9d!8m2!3d53.6002356!4d9.9694318!16s%2Fg%2F1vfzd6_5!19sChIJ0wcbdeGOsUcRnR7cAL_b40o?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektrohamburg.de/?utm_source=local&utm_medium=organic&utm_campaign=gmb,200,true,Ihr Partner für Elektrotechnik in Hamburg | elektrohamburg AS GmbH,Wir sind Ihr top Ansprechpartner in Sachen Elektrotechnik in Hamburg! ✔️ über 20 Jahre Erfahrung ✔️ 5 Jahre Gewährleistung ✔️ kostenlose Beratung,,true,false,false,true,true,true,true,false,false,false,false,1678,true,true,true,75,HOCH,"Der Lead ELEKTROHAMBURG AS GmbH weist ein hohes Potenzial auf, da die Website zwar mittlere Qualität hat, aber eine sehr gute Google-Bewertung von 5,0 besitzt. Zudem ist eine direkte E-Mail-Adresse vorhanden. Der Basisscore von 44/100 unterstützt diese Einschätzung.",Website besitzt Verbesserungspotenzial. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die hohe Google-Bewertung von 5,0 spricht für eine hohe Zufriedenheit der Kunden.",Die direkte E-Mail-Adresse ermöglicht einen einfachen Kontakt mit dem Kunden.,"Der Basisscore von 44/100 gibt an, dass die Website Verbesserungspotenzial hat, aber nicht unbedingt schlecht ist."
Novatok Elektro,Elektriker,"Leibnizstraße 1-3, 38228 Lebenstedt",Alfeld (Leine),,Deutschland,0176 76966733,info@novatok.de,https://www.novatok.de/,,,,,,4.8,,true,MITTEL,44,HOCH,Google Maps,2026-09-15T11:05:06.179577,https://www.google.com/maps/place/Novatok+Elektro/data=!4m7!3m6!1s0x788808bbdf5ea3b:0x372a582981890f0b!8m2!3d52.144535!4d10.316057!16s%2Fg%2F11y2gb5480!19sChIJO-r1vYuAiAcRCw-JgSlYKjc?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.novatok.de/,200,true,Novatok Elektro,,,true,true,true,true,true,false,false,false,false,false,false,472,false,false,false,66,HOCH,"Der Lead Novatok Elektro aus Alfeld (Leine) hat eine sehr gute Google-Bewertung von 4,8 und eine mittlere Website-Qualität. Darüber hinaus ist eine direkte E-Mail-Adresse vorhanden. Der Basisscore von 44/100 unterstützt diese Einschätzung.",Website besitzt Verbesserungspotenzial. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Das Unternehmen ist Elektriker und benötigt vermutlich regelmäßige Webdesign-Updates, um seine Website immer modern und ansprechend zu halten.","Die mittlere Website-Qualität bietet einen hohen Potenzial für Verbesserungen und somit eine gute Gelegenheit für unsere Agentur, Wert zu schaffen.","Mit einer sehr guten Google-Bewertung von 4,8 verfügt das Unternehmen bereits über eine positive Online-Reputation, die durch weitere Webdesign-Leistungen unterstützt werden könnte."
Paul Meyer Elektrotechnik,Elektriker,"Borsigstraße 7, 31061 Alfeld (Leine)-Limmer",Alfeld (Leine),,Deutschland,05181 8527962,info@meyer-alfeld.de,https://www.meyer-alfeld.de/,,,,,,4.8,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:05:14.780877,https://www.google.com/maps/place/Paul+Meyer+Elektrotechnik/data=!4m7!3m6!1s0x47bab945cc67821f:0xacb8668af5888a02!8m2!3d51.9934879!4d9.7939494!16s%2Fg%2F11g1npkqy4!19sChIJH4JnzEW5ukcRAoqI9YpmuKw?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://meyer-alfeld.de/,200,true,Paul Meyer Elektrotechnik | Alfeld – Eine weitere WordPress-Seite,,Paul Meyer Elektrotechnik,true,true,true,true,true,true,true,false,true,false,false,2862,true,true,true,83,HOCH,Die Firma Paul Meyer Elektrotechnik verfügt über eine sehr gute Google-Bewertung und eine hohe Website-Qualität. Darüber hinaus ist eine direkte E-Mail-Adresse verfügbar.,Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die sehr gute Google-Bewertung (4,8) spricht für eine zufriedene Kundenbasis.","Die hohe Website-Qualität zeigt, dass die Firma Wert auf moderne Webdesign-Lösungen legt.",Eine direkte E-Mail-Adresse ermöglicht eine direkte Kommunikation mit dem Unternehmen.
Elektrha GmbH,Elektriker,"Borsigstraße 6, 31061 Alfeld (Leine)",Alfeld (Leine),,Deutschland,05181 9176920,kontakt@elektrha.de,https://www.elektrha.de/,,,,,,4.3,,true,HOCH,28,HOCH,Google Maps,2026-09-15T11:05:22.539532,https://www.google.com/maps/place/Elektrha+GmbH/data=!4m7!3m6!1s0x47bab854f7879e1b:0xece61deba74b17ad!8m2!3d51.9941581!4d9.793522!16s%2Fg%2F1tgs00xk!19sChIJG56H91S4ukcRrRdLp-sd5uw?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.elektrha.de/,200,true,Elektrha GmbH aus Alfeld – Elektro | PV,"Elektrha GmbH aus Alfeld – Experten für Elektro | PV – Beratung, Planung, Wartung, Modernisierung – Unternehmen &amp; Privatkunden",Moderne Technik – Wir bringen Innovation in Ihr Gebäude!,true,true,true,true,true,true,true,false,false,false,false,315,false,true,true,88,HOCH,"Die Website der Elektrha GmbH ist qualitativ hochwertig (Website-Qualität: HOCH) und hat eine gute Google-Bewertung (4,3). Die Firma hat auch eine eigene Website, was ein positives Signal für Webdesign-Bedarf ist.",Website ist bereits relativ gut. | Direkte E-Mail-Adresse vorhanden.,"Die Firma ist ein Elektrofachbetrieb mit einer guten Online-Reputation, was ein wichtiger Aspekt für Webdesign ist.","Eine Website mit hoher Qualität und guten Google-Bewertungen benötigt regelmäßig Updates und Anpassungen, um den Kundenbedürfnissen zu entsprechen.",Die direkte E-Mail-Adresse ist ein guter Kontaktpunkt für weitere Informationen.
Elektro-Heinrich GmbH,Elektriker,"Eimser Weg 75, 31061 Alfeld (Leine)",Alfeld (Leine),,Deutschland,05181 3822,,,,,,,,3.8,,false,KEINE WEBSITE,51,HOCH,Google Maps,2026-09-15T11:05:30.436660,https://www.google.com/maps/place/Elektro-Heinrich+GmbH/data=!4m7!3m6!1s0x47bab82effdf56f1:0x6bd528245f5f474c!8m2!3d51.9956595!4d9.8230774!16s%2Fg%2F1v7tkgs6!19sChIJ8Vbf_y64ukcRTEdfXyQo1Ws?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,KEINE WEBSITE,,,,,,,,,,,,,,,,,,,,,,100,HOCH,"Keine eigene Website vorhanden. Eine fehlende Website ist ein starkes Vertriebssignal, da der Kunde eventuell eine Website benötigt, um seine Produkte oder Dienstleistungen zu präsentieren.",Keine eigene Website vorhanden.,"Der Kunde hat keine eigene Website, was bedeutet, dass er möglicherweise nicht über eine professionelle Onlinepräsenz verfügt.","Eine Website ist ein wichtiger Teil des digitalen Marketing, und ohne sie kann der Kunde Schwierigkeiten haben, seine Ziele zu erreichen.","Eine neue Website könnte dem Kunden helfen, seine Onlinepräsenz zu verbessern und seine Zielgruppe zu erreichen."
Lydia Malten Elektrotechnik,Elektriker,"Hinter den Höfen 6, 31061 Alfeld (Leine)",Alfeld (Leine),,Deutschland,0170 3623732,info@malten-elektrotechnik.de,https://malten-elektrotechnik.de/,,,,,,5.0,,true,HOCH,31,HOCH,Google Maps,2026-09-15T11:05:36.970498,https://www.google.com/maps/place/Lydia+Malten+Elektrotechnik/data=!4m7!3m6!1s0x852929fe6e8428e7:0xeeb7f998b8808684!8m2!3d51.9650913!4d9.8031094!16s%2Fg%2F11z3y4ztlh!19sChIJ5yiEbv4pKYURhIaAuJj5t-4?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://malten-elektrotechnik.de/,200,true,Malten Elektrotechnik — Kompetenz unter Spannung,"Ihr Meisterbetrieb für Elektroinstallation, Smart Home, Netzwerktechnik und Industrieservice im Raum Alfeld, Hildesheim und Südniedersachsen. Schnell, kompetent, zuverlässig.",Elektrotechnik Malten — Kompetenz unter Spannung,true,true,true,true,true,false,false,false,false,false,false,155,false,false,false,80,HOCH,"Eine hohe Google-Bewertung von 5,0 und eine hohe Website-Qualität weisen auf einen Kunden mit hohem Bedarf an professionellem Webdesign hin. Die Firma hat bereits eine eigene Website, was ein starkes Signal für den Bedarf an Webdesign ist.",Website ist bereits relativ gut. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Mit einer hohen Google-Bewertung von 5,0 und einer professionellen Website hat sich die Firma bereits um ihr Online-Erscheinungsbild gekümmert, jetzt benötigt sie wahrscheinlich Hilfe für den nächsten Schritt.","Die Website ist bereits relativ gut, aber mit einem Basisscore von 31/100 gibt es noch Raum für Verbesserung und Optimierung.","Eine direkte E-Mail-Adresse ist vorhanden, was es einfach macht, Kontakt aufzunehmen und den Bedarf an Webdesign zu diskutieren."
Mann & Partner Industrie-und Elektrotechnik GmbH,Elektriker,"Auf d. Hackelmasch 1, 31061 Alfeld (Leine)",Alfeld (Leine),,Deutschland,05181 805450,info@mannundpartner.de,http://www.mannundpartner.de/,,,,,,4.7,,true,MITTEL,44,HOCH,Google Maps,2026-09-15T11:05:45.544223,https://www.google.com/maps/place/Mann+%26+Partner+Industrie-und+Elektrotechnik+GmbH/data=!4m7!3m6!1s0x47bab839c45c3899:0xfd584d14e8b6159!8m2!3d51.9835483!4d9.8159022!16s%2Fg%2F1tcwf28n!19sChIJmThcxDm4ukcRWWGLTtGE1Q8?authuser=0&hl=de&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,ERREICHBAR,https://www.mannundpartner.de/,200,true,Mann und Partner Industrie- und Elektrotechnik GmbH,,,true,true,false,true,true,true,true,true,false,false,false,850,true,true,true,78,HOCH,"Die Firma Mann & Partner Industrie- und Elektrotechnik GmbH hat eine sehr gute Google-Bewertung von 4,7 und eine mittelmäßige Website-Qualität, was ein potenzieller Bedarf an Verbesserung ihrer Online-Präsenz darstellt. Zudem ist eine direkte E-Mail-Adresse vorhanden. Der Basis-Score von 44/100 und die positiven Faktische Score-Gründe unterstützen diese Einschätzung.",Website besitzt Verbesserungspotenzial. | Sehr gute Google-Bewertung. | Direkte E-Mail-Adresse vorhanden.,"Die Firma hat eine sehr gute Google-Bewertung, was ein positives Signal für ihre Dienstleistungen ist.","Die Website hat Verbesserungspotenzial, was ein potenzieller Bedarf an unseren Dienstleistungen darstellt.","Eine direkte E-Mail-Adresse ist vorhanden, was eine gute Möglichkeit für einen Kontakt bietet."
